t(c)	y(m)
0.000	0.00
0.001	0.01
0.002	0.02
0.003	0.03
0.004	0.04
0.005	0.05
0.006	0.06
0.007	0.07
0.008	0.08
0.009	0.09
0.010	0.10
0.011	0.11
0.012	0.12
0.013	0.13
0.014	0.14
0.015	0.15
0.016	0.16
0.017	0.17
0.018	0.18
0.019	0.20
0.020	0.21
0.021	0.22
0.022	0.23
0.023	0.24
0.024	0.25
0.025	0.26
0.026	0.27
0.027	0.28
0.028	0.29
0.029	0.30
0.030	0.31
0.031	0.32
0.032	0.34
0.033	0.35
0.034	0.36
0.035	0.37
0.036	0.38
0.037	0.39
0.038	0.40
0.039	0.41
0.040	0.43
0.041	0.44
0.042	0.45
0.043	0.46
0.044	0.47
0.045	0.48
0.046	0.49
0.047	0.51
0.048	0.52
0.049	0.53
0.050	0.54
0.051	0.55
0.052	0.56
0.053	0.58
0.054	0.59
0.055	0.60
0.056	0.61
0.057	0.62
0.058	0.64
0.059	0.65
0.060	0.66
0.061	0.67
0.062	0.68
0.063	0.70
0.064	0.71
0.065	0.72
0.066	0.73
0.067	0.74
0.068	0.76
0.069	0.77
0.070	0.78
0.071	0.79
0.072	0.81
0.073	0.82
0.074	0.83
0.075	0.84
0.076	0.86
0.077	0.87
0.078	0.88
0.079	0.89
0.080	0.91
0.081	0.92
0.082	0.93
0.083	0.94
0.084	0.96
0.085	0.97
0.086	0.98
0.087	1.00
0.088	1.01
0.089	1.02
0.090	1.04
0.091	1.05
0.092	1.06
0.093	1.07
0.094	1.09
0.095	1.10
0.096	1.11
0.097	1.13
0.098	1.14
0.099	1.15
0.100	1.17
0.101	1.18
0.102	1.19
0.103	1.21
0.104	1.22
0.105	1.24
0.106	1.25
0.107	1.26
0.108	1.28
0.109	1.29
0.110	1.30
0.111	1.32
0.112	1.33
0.113	1.34
0.114	1.36
0.115	1.37
0.116	1.39
0.117	1.40
0.118	1.41
0.119	1.43
0.120	1.44
0.121	1.46
0.122	1.47
0.123	1.49
0.124	1.50
0.125	1.51
0.126	1.53
0.127	1.54
0.128	1.56
0.129	1.57
0.130	1.59
0.131	1.60
0.132	1.61
0.133	1.63
0.134	1.64
0.135	1.66
0.136	1.67
0.137	1.69
0.138	1.70
0.139	1.72
0.140	1.73
0.141	1.75
0.142	1.76
0.143	1.78
0.144	1.79
0.145	1.81
0.146	1.82
0.147	1.84
0.148	1.85
0.149	1.87
0.150	1.88
0.151	1.90
0.152	1.91
0.153	1.93
0.154	1.94
0.155	1.96
0.156	1.97
0.157	1.99
0.158	2.00
0.159	2.02
0.160	2.03
0.161	2.05
0.162	2.07
0.163	2.08
0.164	2.10
0.165	2.11
0.166	2.13
0.167	2.14
0.168	2.16
0.169	2.18
0.170	2.19
0.171	2.21
0.172	2.22
0.173	2.24
0.174	2.26
0.175	2.27
0.176	2.29
0.177	2.30
0.178	2.32
0.179	2.34
0.180	2.35
0.181	2.37
0.182	2.38
0.183	2.40
0.184	2.42
0.185	2.43
0.186	2.45
0.187	2.47
0.188	2.48
0.189	2.50
0.190	2.52
0.191	2.53
0.192	2.55
0.193	2.56
0.194	2.58
0.195	2.60
0.196	2.61
0.197	2.63
0.198	2.65
0.199	2.67
0.200	2.68
0.201	2.70
0.202	2.72
0.203	2.73
0.204	2.75
0.205	2.77
0.206	2.78
0.207	2.80
0.208	2.82
0.209	2.84
0.210	2.85
0.211	2.87
0.212	2.89
0.213	2.90
0.214	2.92
0.215	2.94
0.216	2.96
0.217	2.97
0.218	2.99
0.219	3.01
0.220	3.03
0.221	3.04
0.222	3.06
0.223	3.08
0.224	3.10
0.225	3.12
0.226	3.13
0.227	3.15
0.228	3.17
0.229	3.19
0.230	3.20
0.231	3.22
0.232	3.24
0.233	3.26
0.234	3.28
0.235	3.29
0.236	3.31
0.237	3.33
0.238	3.35
0.239	3.37
0.240	3.39
0.241	3.40
0.242	3.42
0.243	3.44
0.244	3.46
0.245	3.48
0.246	3.50
0.247	3.51
0.248	3.53
0.249	3.55
0.250	3.57
0.251	3.59
0.252	3.61
0.253	3.63
0.254	3.64
0.255	3.66
0.256	3.68
0.257	3.70
0.258	3.72
0.259	3.74
0.260	3.76
0.261	3.78
0.262	3.80
0.263	3.81
0.264	3.83
0.265	3.85
0.266	3.87
0.267	3.89
0.268	3.91
0.269	3.93
0.270	3.95
0.271	3.97
0.272	3.99
0.273	4.01
0.274	4.03
0.275	4.05
0.276	4.07
0.277	4.08
0.278	4.10
0.279	4.12
0.280	4.14
0.281	4.16
0.282	4.18
0.283	4.20
0.284	4.22
0.285	4.24
0.286	4.26
0.287	4.28
0.288	4.30
0.289	4.32
0.290	4.34
0.291	4.36
0.292	4.38
0.293	4.40
0.294	4.42
0.295	4.44
0.296	4.46
0.297	4.48
0.298	4.50
0.299	4.52
0.300	4.54
0.301	4.56
0.302	4.58
0.303	4.61
0.304	4.63
0.305	4.65
0.306	4.67
0.307	4.69
0.308	4.71
0.309	4.73
0.310	4.75
0.311	4.77
0.312	4.79
0.313	4.81
0.314	4.83
0.315	4.85
0.316	4.87
0.317	4.89
0.318	4.92
0.319	4.94
0.320	4.96
0.321	4.98
0.322	5.00
0.323	5.02
0.324	5.04
0.325	5.06
0.326	5.08
0.327	5.11
0.328	5.13
0.329	5.15
0.330	5.17
0.331	5.19
0.332	5.21
0.333	5.23
0.334	5.26
0.335	5.28
0.336	5.30
0.337	5.32
0.338	5.34
0.339	5.36
0.340	5.39
0.341	5.41
0.342	5.43
0.343	5.45
0.344	5.47
0.345	5.50
0.346	5.52
0.347	5.54
0.348	5.56
0.349	5.58
0.350	5.61
0.351	5.63
0.352	5.65
0.353	5.67
0.354	5.69
0.355	5.72
0.356	5.74
0.357	5.76
0.358	5.78
0.359	5.81
0.360	5.83
0.361	5.85
0.362	5.87
0.363	5.90
0.364	5.92
0.365	5.94
0.366	5.96
0.367	5.99
0.368	6.01
0.369	6.03
0.370	6.05
0.371	6.08
0.372	6.10
0.373	6.12
0.374	6.15
0.375	6.17
0.376	6.19
0.377	6.21
0.378	6.24
0.379	6.26
0.380	6.28
0.381	6.31
0.382	6.33
0.383	6.35
0.384	6.38
0.385	6.40
0.386	6.42
0.387	6.45
0.388	6.47
0.389	6.49
0.390	6.52
0.391	6.54
0.392	6.56
0.393	6.59
0.394	6.61
0.395	6.63
0.396	6.66
0.397	6.68
0.398	6.71
0.399	6.73
0.400	6.75
0.401	6.78
0.402	6.80
